order_number,order_time,product_code,store_number,quantity_ordered,price,discount,margin,status,fulfillment_time,returned,payment_type
1827,2019-02-17 02:08:47.646987,QWE,177,7,99.99,0.15,0.17,SHIPPED,52,false,CASH
1828,2019-02-17 06:15:47.646987,LAM,191,6,42.42,0.0,0.75,SHIPPED,52,false,CASH
1829,2019-02-17 08:58:47.646987,PXC,412,6,99.99,0.0,0.77,SHIPPED,57,false,CASH
1830,2019-02-17 15:17:47.646987,DAS,191,4,11.5,0.0,-0.1,SHIPPED,48,false,CASH
1831,2019-02-17 21:04:47.646987,LAM,177,1,11.5,0.2,0.24,SHIPPED,61,false,CASH
1832,2019-02-18 03:34:47.646987,QWE,177,3,11.5,0.0,0.42,SHIPPED,49,false,CREDIT
1833,2019-02-18 11:32:47.646987,BGT,163,2,8.49,0.0,0.26,SHIPPED,45,false,CASH
1834,2019-02-18 18:28:47.646987,BGT,182,3,11.5,0.0,0.08,SHIPPED,46,false,CASH
1835,2019-02-18 20:53:47.646987,LAM,182,4,11.5,0.0,0.5,SHIPPED,43,false,CASH
1836,2019-02-18 22:12:47.646987,QRT,163,7,99.99,0.0,0.35,SHIPPED,44,false,CASH
1837,2019-02-19 01:03:47.646987,LAM,182,4,28.99,0.2,0.28,SHIPPED,55,false,CASH
1838,2019-02-19 01:22:47.646987,DAS,177,5,11.5,0.0,0.43,SHIPPED,42,false,CASH
1839,2019-02-19 03:24:47.646987,PXC,163,5,8.49,0.0,0.08,SHIPPED,47,false,CASH
1840,2019-02-19 08:55:47.646987,PXC,182,1,8.49,0.0,0.73,PROCESSING,44,false,CASH
1841,2019-02-19 12:53:47.646987,PXC,158,3,1.75,0.0,-0.09,SHIPPED,48,true,CASH
1842,2019-02-19 19:03:47.646987,HRE,158,6,99.99,0.0,0.5,SHIPPED,60,false,CASH
1843,2019-02-19 19:29:47.646987,HRE,158,7,99.99,0.0,0.32,SHIPPED,56,false,CASH
1844,2019-02-20 02:20:47.646987,BGT,158,3,8.49,0.0,0.58,SHIPPED,55,false,CASH
1845,2019-02-20 09:22:47.646987,HRE,177,3,99.99,0.0,0.71,SHIPPED,54,false,CASH
1846,2019-02-20 10:44:47.646987,QRT,177,4,28.99,0.0,0.26,SHIPPED,48,false,CASH
1847,2019-02-20 14:07:47.646987,QWE,163,2,8.49,0.0,-0.0,SHIPPED,36,false,CASH
1848,2019-02-20 19:05:47.646987,PXC,163,6,8.49,0.0,0.72,SHIPPED,22,false,INVOICE
1849,2019-02-20 23:39:47.646987,QWE,163,4,99.99,0.0,0.13,CANCELED,38,false,INVOICE
1850,2019-02-21 03:02:47.646987,QWE,177,1,42.42,0.0,0.51,SHIPPED,43,false,CASH
1851,2019-02-21 04:54:47.646987,QWE,177,2,99.99,0.0,0.59,SHIPPED,55,false,INVOICE
1852,2019-02-21 10:46:47.646987,BGT,158,5,1.75,0.0,0.8,SHIPPED,50,false,INVOICE
1853,2019-02-21 13:38:47.646987,QWE,412,4,11.5,0.0,-0.01,SHIPPED,49,false,CASH
1854,2019-02-21 17:22:47.646987,HRE,182,3,4.99,0.0,0.31,SHIPPED,46,false,CASH
1855,2019-02-22 00:23:47.646987,HRE,158,1,28.99,0.0,0.47,SHIPPED,47,false,CREDIT
1856,2019-02-22 02:11:47.646987,QRT,412,3,1.75,0.0,0.42,SHIPPED,50,false,CASH
1857,2019-02-22 09:21:47.646987,QRT,177,6,99.99,0.0,0.42,SHIPPED,38,false,CASH
1858,2019-02-22 10:11:47.646987,LAM,412,3,4.99,0.0,0.64,SHIPPED,41,false,CREDIT
1859,2019-02-22 14:38:47.646987,PXC,182,3,11.5,0.0,-0.09,SHIPPED,36,false,CASH
1860,2019-02-22 15:13:47.646987,BGT,177,6,4.99,0.0,0.17,SHIPPED,44,false,CASH
1861,2019-02-22 21:47:47.646987,DAS,158,4,11.5,0.0,0.23,SHIPPED,46,false,CASH
1862,2019-02-23 03:03:47.646987,QRT,412,4,11.5,0.2,0.1,SHIPPED,56,false,CASH
1863,2019-02-23 10:52:47.646987,QWE,191,4,28.99,0.0,0.55,SHIPPED,44,false,CASH
1864,2019-02-23 14:00:47.646987,DAS,177,1,28.99,0.0,0.73,SHIPPED,52,false,CASH
1865,2019-02-23 18:36:47.646987,HRE,182,4,8.49,0.0,0.65,SHIPPED,44,false,CASH
1866,2019-02-23 23:19:47.646987,DAS,191,7,1.75,0.0,0.7,SHIPPED,41,false,CASH
1867,2019-02-24 04:08:47.646987,LAM,177,7,1.75,0.0,0.27,SHIPPED,60,false,CASH
1868,2019-02-24 11:46:47.646987,DAS,163,7,28.99,0.0,0.26,SHIPPED,38,false,CASH
1869,2019-02-24 12:25:47.646987,LAM,163,1,42.42,0.0,0.29,SHIPPED,37,false,CASH
1870,2019-02-24 15:00:47.646987,LAM,163,4,28.99,0.0,0.78,SHIPPED,55,false,CASH
1871,2019-02-24 17:41:47.646987,QWE,182,2,99.99,0.0,0.62,SHIPPED,50,false,CASH
1872,2019-02-25 01:13:47.646987,QRT,412,3,1.75,0.0,-0.07,SHIPPED,54,false,CASH
1873,2019-02-25 02:54:47.646987,BGT,182,4,11.5,0.0,-0.07,SHIPPED,62,false,CASH
1874,2019-02-25 08:00:47.646987,DAS,182,7,42.42,0.0,0.56,SHIPPED,45,false,CREDIT
1875,2019-02-25 12:12:47.646987,PXC,163,2,1.75,0.0,-0.01,SHIPPED,44,false,CASH
1876,2019-02-25 17:44:47.646987,HRE,191,1,4.99,0.0,0.36,SHIPPED,50,false,CASH
1877,2019-02-25 18:52:47.646987,QWE,191,1,1.75,0.0,0.53,SHIPPED,47,false,INVOICE
1878,2019-02-25 23:06:47.646987,QRT,177,6,8.49,0.0,0.66,SHIPPED,41,false,CASH
1879,2019-02-26 00:44:47.646987,QRT,412,4,99.99,0.0,0.4,SHIPPED,56,false,CASH
1880,2019-02-26 01:34:47.646987,QRT,191,5,42.42,0.15,0.18,SHIPPED,43,false,CASH
1881,2019-02-26 01:37:47.646987,PXC,158,3,4.99,0.1,0.2,SHIPPED,60,false,CASH
1882,2019-02-26 04:01:47.646987,BGT,191,6,28.99,0.0,0.2,SHIPPED,37,false,CASH
1883,2019-02-26 08:51:47.646987,LAM,163,5,1.75,0.0,0.58,SHIPPED,48,false,CASH
1884,2019-02-26 12:38:47.646987,DAS,177,1,4.99,0.0,0.1,SHIPPED,52,false,CASH
1885,2019-02-26 14:40:47.646987,QWE,191,2,1.75,0.1,0.07,SHIPPED,45,false,CASH
1886,2019-02-26 19:12:47.646987,LAM,158,7,1.75,0.0,0.22,SHIPPED,42,false,CASH
1887,2019-02-26 20:13:47.646987,QRT,412,4,8.49,0.0,0.07,SHIPPED,55,false,CASH
1888,2019-02-26 21:59:47.646987,BGT,412,5,11.5,0.0,-0.0,SHIPPED,49,false,CASH
1889,2019-02-27 00:20:47.646987,BGT,158,7,11.5,0.0,0.47,CANCELED,45,false,CASH
1890,2019-02-27 06:24:47.646987,LAM,158,3,28.99,0.0,0.54,SHIPPED,42,false,CASH
1891,2019-02-27 09:22:47.646987,PXC,177,6,4.99,0.0,0.06,SHIPPED,44,false,CASH
1892,2019-02-27 14:39:47.646987,PXC,163,7,4.99,0.0,0.09,SHIPPED,57,false,CASH
1893,2019-02-27 16:51:47.646987,HRE,191,6,4.99,0.0,0.29,SHIPPED,50,false,CASH
1894,2019-02-27 19:00:47.646987,HRE,182,2,11.5,0.1,0.27,SHIPPED,49,false,CASH
1895,2019-02-27 22:35:47.646987,DAS,191,1,11.5,0.0,-0.03,SHIPPED,42,false,CASH
1896,2019-02-28 02:53:47.646987,BGT,412,2,99.99,0.0,0.28,PROCESSING,45,false,CASH
1897,2019-02-28 10:25:47.646987,BGT,412,5,28.99,0.0,0.56,SHIPPED,45,false,CASH
1898,2019-02-28 12:57:47.646987,QWE,191,1,8.49,0.0,0.31,SHIPPED,61,false,CASH
1899,2019-02-28 18:02:47.646987,QWE,177,1,28.99,0.0,0.26,SHIPPED,52,false,CASH
1900,2019-02-28 18:30:47.646987,LAM,158,3,42.42,0.0,-0.1,SHIPPED,57,false,CASH
1901,2019-02-28 21:10:47.646987,PXC,182,2,28.99,0.0,0.2,SHIPPED,42,false,CASH
1902,2019-03-01 00:59:47.646987,BGT,158,3,8.49,0.0,0.77,SHIPPED,63,false,CREDIT
1903,2019-03-01 03:38:47.646987,BGT,177,1,8.49,0.0,0.53,SHIPPED,45,false,CASH
1904,2019-03-01 11:14:47.646987,LAM,412,1,99.99,0.0,0.58,SHIPPED,50,false,CASH
1905,2019-03-01 12:49:47.646987,LAM,158,7,42.42,0.0,-0.03,SHIPPED,41,false,CASH
1906,2019-03-01 14:00:47.646987,BGT,158,2,42.42,0.0,-0.03,SHIPPED,39,false,CASH
1907,2019-03-01 18:52:47.646987,LAM,182,5,99.99,0.15,0.69,SHIPPED,41,false,CASH
1908,2019-03-01 23:47:47.646987,QWE,412,1,28.99,0.0,-0.08,SHIPPED,38,false,CASH
1909,2019-03-02 02:33:47.646987,QRT,191,4,42.42,0.0,0.63,SHIPPED,47,false,CASH
1910,2019-03-02 08:39:47.646987,QRT,177,4,8.49,0.0,0.07,SHIPPED,38,false,CASH
1911,2019-03-02 13:13:47.646987,DAS,182,2,8.49,0.0,0.2,SHIPPED,35,false,CASH
1912,2019-03-02 14:02:47.646987,HRE,158,1,42.42,0.0,0.36,SHIPPED,45,false,CASH
1913,2019-03-02 20:34:47.646987,DAS,158,7,99.99,0.0,0.61,SHIPPED,61,false,CASH
1914,2019-03-02 21:44:47.646987,LAM,158,3,28.99,0.0,0.63,SHIPPED,43,false,CASH
1915,2019-03-03 03:36:47.646987,BGT,158,1,99.99,0.0,0.32,SHIPPED,41,false,CASH
1916,2019-03-03 08:00:47.646987,QWE,412,7,42.42,0.0,0.6,SHIPPED,60,false,CREDIT
1917,2019-03-03 08:15:47.646987,DAS,412,1,4.99,0.0,0.43,SHIPPED,47,false,CASH
1918,2019-03-03 13:24:47.646987,BGT,177,4,42.42,0.0,0.1,SHIPPED,56,false,CASH
1919,2019-03-03 21:06:47.646987,DAS,191,3,99.99,0.0,-0.07,SHIPPED,45,false,CASH
1920,2019-03-03 22:47:47.646987,LAM,177,4,42.42,0.0,0.73,SHIPPED,47,false,CASH
1921,2019-03-04 05:38:47.646987,HRE,412,2,8.49,0.0,0.7,SHIPPED,49,false,CASH
1922,2019-03-04 10:17:47.646987,QRT,412,4,28.99,0.0,0.41,SHIPPED,48,false,CASH
1923,2019-03-04 17:55:47.646987,BGT,412,3,11.5,0.0,0.01,SHIPPED,40,false,CASH
1924,2019-03-04 20:14:47.646987,QRT,158,2,4.99,0.0,0.47,SHIPPED,44,false,CASH
1925,2019-03-05 02:51:47.646987,PXC,177,6,1.75,0.0,0.28,SHIPPED,50,false,CASH
1926,2019-03-05 03:18:47.646987,BGT,191,2,42.42,0.0,0.67,SHIPPED,57,false,CASH
1927,2019-03-05 03:50:47.646987,QWE,177,2,1.75,0.0,0.06,SHIPPED,42,false,CASH
1928,2019-03-05 09:09:47.646987,DAS,177,4,4.99,0.0,0.14,SHIPPED,42,false,CASH
1929,2019-03-05 17:04:47.646987,QWE,412,2,1.75,0.0,0.82,SHIPPED,46,false,CASH
1930,2019-03-05 20:43:47.646987,BGT,158,5,28.99,0.0,0.11,SHIPPED,46,false,CASH
1931,2019-03-05 23:53:47.646987,PXC,163,1,99.99,0.0,0.49,SHIPPED,46,false,CASH
1932,2019-03-06 05:04:47.646987,HRE,412,5,8.49,0.0,0.16,SHIPPED,56,false,CASH
1933,2019-03-06 08:49:47.646987,PXC,412,5,11.5,0.0,0.11,SHIPPED,44,false,CASH
1934,2019-03-06 15:11:47.646987,LAM,182,6,42.42,0.0,0.44,SHIPPED,38,false,CASH
1935,2019-03-06 17:51:47.646987,QWE,158,1,42.42,0.0,0.46,SHIPPED,54,false,CASH
1936,2019-03-06 20:09:47.646987,PXC,191,6,42.42,0.0,0.45,SHIPPED,56,false,CASH
1937,2019-03-06 23:34:47.646987,BGT,177,4,1.75,0.0,0.44,CANCELED,48,false,CASH
1938,2019-03-07 04:55:47.646987,BGT,412,2,11.5,0.0,-0.02,SHIPPED,53,false,CASH
1939,2019-03-07 06:26:47.646987,QWE,158,7,1.75,0.0,0.57,SHIPPED,41,false,CASH
1940,2019-03-07 13:34:47.646987,BGT,158,5,8.49,0.0,0.61,SHIPPED,51,false,CASH
1941,2019-03-07 20:25:47.646987,DAS,158,1,28.99,0.0,0.7,SHIPPED,50,false,CREDIT
1942,2019-03-07 20:48:47.646987,PXC,158,7,42.42,0.0,0.04,SHIPPED,53,false,CASH
1943,2019-03-07 21:51:47.646987,QRT,177,7,99.99,0.0,0.45,SHIPPED,51,false,CASH
1944,2019-03-08 01:10:47.646987,BGT,412,1,99.99,0.15,0.23,SHIPPED,45,false,INVOICE
1945,2019-03-08 04:27:47.646987,LAM,191,5,4.99,0.0,0.73,SHIPPED,57,false,CASH
1946,2019-03-08 11:32:47.646987,BGT,182,3,4.99,0.0,0.8,SHIPPED,44,false,CASH
1947,2019-03-08 17:09:47.646987,QRT,191,5,42.42,0.0,0.74,SHIPPED,46,false,CASH
1948,2019-03-08 18:37:47.646987,PXC,177,5,4.99,0.0,0.35,SHIPPED,63,false,INVOICE
1949,2019-03-08 20:16:47.646987,HRE,177,5,99.99,0.0,0.69,SHIPPED,52,false,CASH
1950,2019-03-08 21:39:47.646987,QRT,158,4,99.99,0.0,0.11,SHIPPED,51,false,CASH
1951,2019-03-09 02:20:47.646987,QRT,182,6,8.49,0.0,0.46,SHIPPED,53,false,CASH
1952,2019-03-09 04:37:47.646987,DAS,163,1,28.99,0.0,0.5,SHIPPED,47,false,CASH
1953,2019-03-09 06:49:47.646987,BGT,182,2,99.99,0.0,0.46,SHIPPED,45,false,CASH
1954,2019-03-09 11:25:47.646987,HRE,191,5,28.99,0.0,0.26,SHIPPED,40,false,INVOICE
1955,2019-03-09 13:41:47.646987,HRE,177,3,1.75,0.0,0.02,SHIPPED,51,false,CASH
1956,2019-03-09 18:10:47.646987,DAS,163,4,4.99,0.0,0.61,SHIPPED,45,false,CASH
1957,2019-03-09 23:55:47.646987,LAM,182,3,11.5,0.0,0.03,SHIPPED,51,false,CASH
1958,2019-03-10 06:14:47.646987,LAM,163,6,42.42,0.0,0.17,SHIPPED,59,false,CASH
1959,2019-03-10 10:19:47.646987,LAM,182,5,99.99,0.0,-0.04,SHIPPED,51,false,CASH
1960,2019-03-10 16:09:47.646987,DAS,163,6,1.75,0.0,0.33,SHIPPED,54,false,CASH
1961,2019-03-10 18:38:47.646987,QRT,163,4,42.42,0.0,0.8,SHIPPED,46,false,CASH
1962,2019-03-10 20:28:47.646987,QWE,163,7,8.49,0.0,0.46,SHIPPED,50,false,INVOICE
1963,2019-03-11 02:43:47.646987,QWE,163,6,11.5,0.0,0.73,SHIPPED,38,false,CASH
1964,2019-03-11 07:29:47.646987,QRT,412,3,1.75,0.15,0.16,SHIPPED,35,false,CASH
1965,2019-03-11 09:52:47.646987,DAS,191,2,4.99,0.0,0.65,SHIPPED,45,false,INVOICE
1966,2019-03-11 12:32:47.646987,DAS,191,2,99.99,0.0,0.66,SHIPPED,47,false,CASH
1967,2019-03-11 17:54:47.646987,PXC,163,3,11.5,0.0,-0.07,SHIPPED,47,true,CASH
1968,2019-03-11 21:29:47.646987,DAS,182,6,28.99,0.0,-0.04,SHIPPED,27,false,CASH
1969,2019-03-12 04:13:47.646987,QWE,191,4,28.99,0.0,0.26,SHIPPED,45,false,CASH
1970,2019-03-12 05:46:47.646987,LAM,163,3,1.75,0.0,-0.08,SHIPPED,47,false,CASH
1971,2019-03-12 07:32:47.646987,BGT,412,5,11.5,0.0,0.2,SHIPPED,44,false,CASH
1972,2019-03-12 09:49:47.646987,PXC,177,7,28.99,0.0,0.36,SHIPPED,56,false,CASH
1973,2019-03-12 12:28:47.646987,LAM,177,2,1.75,0.0,0.6,SHIPPED,41,false,CASH
1974,2019-03-12 17:58:47.646987,LAM,163,5,28.99,0.0,0.64,SHIPPED,50,false,CASH
1975,2019-03-12 21:35:47.646987,LAM,182,3,8.49,0.0,0.06,SHIPPED,55,false,CASH
1976,2019-03-13 01:23:47.646987,QRT,163,7,1.75,0.0,0.25,SHIPPED,37,false,CASH
1977,2019-03-13 03:58:47.646987,LAM,191,6,42.42,0.0,0.78,CANCELED,52,false,CASH
1978,2019-03-13 08:07:47.646987,QRT,182,3,42.42,0.0,0.18,SHIPPED,47,false,CASH
1979,2019-03-13 12:43:47.646987,PXC,177,3,1.75,0.0,0.49,SHIPPED,55,false,CASH
1980,2019-03-13 17:12:47.646987,HRE,191,3,4.99,0.0,0.64,SHIPPED,52,false,CASH
1981,2019-03-14 00:34:47.646987,DAS,191,3,28.99,0.0,0.22,SHIPPED,52,false,CASH
1982,2019-03-14 07:32:47.646987,BGT,182,6,99.99,0.0,0.45,SHIPPED,51,true,CASH
1983,2019-03-14 08:15:47.646987,LAM,177,3,4.99,0.0,0.44,SHIPPED,55,false,CASH
1984,2019-03-14 14:29:47.646987,LAM,158,7,8.49,0.0,0.07,SHIPPED,44,false,CASH
1985,2019-03-14 17:14:47.646987,PXC,182,1,4.99,0.0,0.52,PROCESSING,39,false,CREDIT
1986,2019-03-14 20:48:47.646987,QWE,158,7,42.42,0.0,0.27,SHIPPED,49,false,CASH
1987,2019-03-15 00:42:47.646987,QRT,158,5,42.42,0.0,0.31,SHIPPED,44,false,CASH
1988,2019-03-15 01:06:47.646987,LAM,182,4,4.99,0.0,-0.06,SHIPPED,54,false,CASH
1989,2019-03-15 02:07:47.646987,QWE,412,5,8.49,0.0,0.03,SHIPPED,57,false,CASH
1990,2019-03-15 03:48:47.646987,DAS,158,7,1.75,0.0,0.56,SHIPPED,48,false,CASH
1991,2019-03-15 09:26:47.646987,QRT,412,2,42.42,0.0,0.23,SHIPPED,51,false,CASH
1992,2019-03-15 11:29:47.646987,PXC,177,5,4.99,0.15,0.31,SHIPPED,38,false,CASH
1993,2019-03-15 13:10:47.646987,DAS,158,3,99.99,0.0,0.78,SHIPPED,50,false,CASH
1994,2019-03-15 13:52:47.646987,HRE,158,4,42.42,0.0,-0.09,SHIPPED,45,false,CASH
1995,2019-03-15 15:09:47.646987,QWE,191,7,8.49,0.0,0.53,SHIPPED,55,false,CASH
1996,2019-03-15 18:57:47.646987,HRE,177,5,42.42,0.0,0.57,SHIPPED,52,false,CASH
1997,2019-03-15 20:30:47.646987,LAM,191,3,8.49,0.0,0.75,SHIPPED,48,false,CASH
1998,2019-03-16 00:32:47.646987,PXC,177,5,1.75,0.15,0.45,SHIPPED,44,false,CASH
1999,2019-03-16 05:25:47.646987,LAM,177,3,1.75,0.0,0.65,SHIPPED,42,false,CASH
2000,2019-03-16 10:31:47.646987,PXC,191,7,11.5,0.0,0.29,SHIPPED,55,false,CASH
2001,2019-03-16 14:19:47.646987,BGT,182,7,1.75,0.0,0.33,SHIPPED,32,false,CASH
2002,2019-03-16 16:45:47.646987,HRE,163,4,1.75,0.0,0.3,SHIPPED,59,false,CASH
2003,2019-03-16 21:59:47.646987,HRE,182,1,99.99,0.1,0.03,SHIPPED,51,false,CASH
2004,2019-03-16 23:31:47.646987,QRT,163,7,11.5,0.1,0.62,SHIPPED,51,false,CASH
2005,2019-03-17 00:56:47.646987,LAM,177,4,99.99,0.0,0.57,SHIPPED,48,false,CASH
2006,2019-03-17 07:49:47.646987,HRE,182,5,1.75,0.0,0.11,SHIPPED,49,false,CASH
2007,2019-03-17 13:24:47.646987,QWE,163,6,42.42,0.0,-0.08,SHIPPED,48,false,INVOICE
2008,2019-03-17 20:39:47.646987,LAM,158,6,8.49,0.0,0.58,SHIPPED,41,false,CASH
2009,2019-03-18 04:34:47.646987,QRT,182,5,99.99,0.0,0.62,SHIPPED,44,false,CASH
2010,2019-03-18 10:31:47.646987,LAM,191,7,11.5,0.0,-0.05,SHIPPED,43,false,CASH
2011,2019-03-18 18:18:47.646987,QWE,177,1,42.42,0.0,0.15,SHIPPED,53,false,CASH
2012,2019-03-18 18:52:47.646987,BGT,191,3,4.99,0.15,0.52,SHIPPED,56,false,CASH
2013,2019-03-19 02:11:47.646987,HRE,177,2,8.49,0.0,0.57,SHIPPED,45,false,CASH
2014,2019-03-19 08:47:47.646987,QRT,412,6,42.42,0.15,0.31,SHIPPED,36,false,CASH
2015,2019-03-19 12:42:47.646987,QWE,177,3,11.5,0.0,0.25,SHIPPED,41,false,INVOICE
2016,2019-03-19 17:46:47.646987,DAS,177,2,11.5,0.0,0.78,SHIPPED,41,false,CASH
2017,2019-03-20 00:36:47.646987,QWE,158,6,11.5,0.0,0.43,SHIPPED,39,false,CASH
2018,2019-03-20 01:54:47.646987,BGT,163,2,42.42,0.0,0.22,SHIPPED,45,false,CASH
2019,2019-03-20 04:34:47.646987,PXC,177,5,28.99,0.0,-0.01,SHIPPED,39,false,CASH
2020,2019-03-20 10:08:47.646987,QRT,182,7,42.42,0.0,0.08,SHIPPED,48,false,CASH
2021,2019-03-20 18:04:47.646987,LAM,412,3,42.42,0.0,0.3,SHIPPED,47,false,CASH
2022,2019-03-21 00:30:47.646987,QWE,158,1,8.49,0.0,0.35,SHIPPED,52,false,CASH
2023,2019-03-21 00:48:47.646987,QWE,191,5,11.5,0.0,0.51,SHIPPED,52,false,CASH
2024,2019-03-21 04:35:47.646987,PXC,158,4,1.75,0.0,0.81,SHIPPED,43,false,CASH
2025,2019-03-21 09:53:47.646987,DAS,163,1,4.99,0.0,0.73,SHIPPED,54,false,CASH
2026,2019-03-21 16:02:47.646987,QRT,163,7,8.49,0.0,0.7,SHIPPED,53,false,CASH
2027,2019-03-21 19:30:47.646987,QWE,177,5,11.5,0.0,0.39,SHIPPED,58,false,CASH
2028,2019-03-21 20:36:47.646987,PXC,177,2,8.49,0.0,-0.1,SHIPPED,53,false,CASH
2029,2019-03-21 22:50:47.646987,PXC,163,7,4.99,0.15,0.41,SHIPPED,46,false,CASH
2030,2019-03-22 00:58:47.646987,DAS,177,6,8.49,0.0,0.07,SHIPPED,34,false,CASH
2031,2019-03-22 06:06:47.646987,LAM,412,6,99.99,0.0,0.21,SHIPPED,52,false,CASH
2032,2019-03-22 07:22:47.646987,PXC,182,4,8.49,0.1,0.33,SHIPPED,52,false,CASH
2033,2019-03-22 11:31:47.646987,LAM,191,2,99.99,0.0,0.14,SHIPPED,39,false,CREDIT
2034,2019-03-22 17:44:47.646987,QWE,191,5,4.99,0.0,0.23,SHIPPED,52,false,CREDIT
2035,2019-03-22 18:29:47.646987,LAM,182,2,42.42,0.0,0.13,SHIPPED,42,false,CASH
2036,2019-03-22 18:43:47.646987,LAM,412,4,1.75,0.0,-0.09,SHIPPED,53,false,CASH
2037,2019-03-23 00:50:47.646987,QRT,158,4,99.99,0.0,0.29,SHIPPED,43,false,CASH
2038,2019-03-23 07:43:47.646987,BGT,412,6,8.49,0.0,0.61,SHIPPED,65,false,CASH
2039,2019-03-23 10:39:47.646987,LAM,182,1,99.99,0.0,0.05,SHIPPED,43,false,CASH
2040,2019-03-23 11:49:47.646987,QWE,191,6,28.99,0.0,-0.04,SHIPPED,47,false,CASH
2041,2019-03-23 14:34:47.646987,BGT,412,3,4.99,0.0,0.43,SHIPPED,60,false,CASH
2042,2019-03-23 18:54:47.646987,BGT,182,1,42.42,0.0,0.51,SHIPPED,60,false,CASH
2043,2019-03-24 02:15:47.646987,HRE,182,2,42.42,0.0,0.5,SHIPPED,48,false,CASH
2044,2019-03-24 10:10:47.646987,PXC,191,3,99.99,0.0,0.07,SHIPPED,58,false,CASH
2045,2019-03-24 12:25:47.646987,QRT,191,5,1.75,0.0,0.15,SHIPPED,43,false,CASH
2046,2019-03-24 16:48:47.646987,LAM,158,4,8.49,0.1,0.69,SHIPPED,36,false,CASH
2047,2019-03-24 23:18:47.646987,HRE,182,5,8.49,0.0,0.16,SHIPPED,48,false,CASH
2048,2019-03-25 05:41:47.646987,PXC,182,6,1.75,0.0,0.78,SHIPPED,53,false,INVOICE
2049,2019-03-25 13:31:47.646987,DAS,177,2,1.75,0.1,0.33,CANCELED,48,false,CASH
2050,2019-03-25 13:32:47.646987,QRT,412,2,99.99,0.0,-0.03,SHIPPED,37,false,CASH
2051,2019-03-25 19:18:47.646987,LAM,191,7,8.49,0.0,-0.06,SHIPPED,56,false,CASH
2052,2019-03-25 20:06:47.646987,PXC,158,2,8.49,0.0,0.02,SHIPPED,38,false,CREDIT
2053,2019-03-25 21:11:47.646987,QRT,182,6,8.49,0.0,0.19,SHIPPED,52,false,CASH
2054,2019-03-26 02:49:47.646987,QWE,158,2,11.5,0.0,0.26,SHIPPED,37,false,CREDIT
2055,2019-03-26 04:52:47.646987,LAM,182,6,8.49,0.0,0.34,SHIPPED,38,false,CASH
2056,2019-03-26 05:56:47.646987,HRE,191,5,4.99,0.0,0.18,SHIPPED,56,false,CASH
2057,2019-03-26 09:32:47.646987,LAM,177,4,8.49,0.15,0.63,SHIPPED,37,false,CASH
2058,2019-03-26 12:39:47.646987,QRT,163,7,8.49,0.0,0.35,SHIPPED,55,false,CASH
2059,2019-03-26 19:30:47.646987,HRE,158,1,1.75,0.1,0.27,SHIPPED,41,false,CREDIT
2060,2019-03-26 23:05:47.646987,LAM,177,2,11.5,0.0,0.51,SHIPPED,43,false,CASH
2061,2019-03-27 05:16:47.646987,PXC,412,2,8.49,0.0,-0.06,SHIPPED,53,false,CASH
2062,2019-03-27 10:56:47.646987,DAS,177,4,8.49,0.0,0.17,SHIPPED,49,false,CASH
2063,2019-03-27 14:30:47.646987,QWE,163,4,42.42,0.2,0.38,SHIPPED,51,false,CASH
2064,2019-03-27 18:32:47.646987,LAM,191,3,28.99,0.0,0.3,SHIPPED,37,false,CASH
2065,2019-03-28 00:13:47.646987,QRT,163,7,28.99,0.0,0.61,SHIPPED,46,false,CASH
2066,2019-03-28 07:23:47.646987,PXC,163,6,11.5,0.0,0.3,SHIPPED,31,false,CASH
2067,2019-03-28 14:17:47.646987,QWE,163,2,1.75,0.15,-0.06,SHIPPED,52,false,CASH
2068,2019-03-28 15:51:47.646987,DAS,158,3,11.5,0.15,0.11,SHIPPED,46,false,CASH
2069,2019-03-28 20:22:47.646987,BGT,163,6,42.42,0.0,0.82,SHIPPED,49,false,CREDIT
2070,2019-03-29 04:13:47.646987,PXC,182,2,28.99,0.0,0.69,SHIPPED,31,false,CASH
2071,2019-03-29 04:34:47.646987,PXC,191,1,28.99,0.0,0.55,SHIPPED,53,false,CASH
2072,2019-03-29 08:02:47.646987,PXC,412,2,8.49,0.0,0.51,SHIPPED,35,false,CASH
2073,2019-03-29 10:40:47.646987,QRT,163,3,8.49,0.1,0.52,SHIPPED,46,false,CASH
2074,2019-03-29 13:23:47.646987,LAM,163,7,1.75,0.0,0.78,SHIPPED,40,false,CASH
2075,2019-03-29 16:21:47.646987,QRT,182,5,42.42,0.0,0.59,SHIPPED,29,false,CASH
2076,2019-03-29 22:35:47.646987,PXC,191,5,42.42,0.0,0.5,PROCESSING,54,false,CASH
2077,2019-03-30 05:57:47.646987,QRT,163,1,4.99,0.0,0.25,SHIPPED,46,false,CASH
2078,2019-03-30 12:41:47.646987,QRT,158,1,99.99,0.0,0.01,SHIPPED,47,false,CASH
2079,2019-03-30 13:26:47.646987,HRE,182,2,99.99,0.0,0.03,SHIPPED,39,false,CASH
2080,2019-03-30 19:31:47.646987,PXC,182,5,4.99,0.0,0.19,SHIPPED,46,false,INVOICE
2081,2019-03-31 02:58:47.646987,HRE,182,7,28.99,0.1,0.55,SHIPPED,46,false,CASH
2082,2019-03-31 09:46:47.646987,BGT,191,7,1.75,0.0,0.21,SHIPPED,40,false,CASH
